REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	ENCFF697BQR_sorted.bam	ENCFF225QVL_sorted.bam
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1966_lociStitched	chr11	65653192	65653463	1	272	244.0626	13.1977
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4640_lociStitched	chr17	46267095	46267366	1	272	282.1381	13.3061
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7204_lociStitched	chr22	28818256	28818527	1	272	195.4181	5.8265
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9779_lociStitched	chr7	75795703	75795974	1	272	214.361	29.4848
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2985_lociStitched	chr13	41346156	41346427	1	272	209.9708	21.1922
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1499_lociStitched	chr10	97332662	97332933	1	272	259.4554	22.6556
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7024_lociStitched	chr20	64212483	64212754	1	272	206.1226	18.7261
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3491_lociStitched	chr14	104681038	104681309	1	272	232.3283	41.192
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_859_lociStitched	chr1	165696238	165696508	1	271	251.586	20.925
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1642_lociStitched	chr10	125879197	125879467	1	271	243.918	25.785
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7807_lociStitched	chr3	138835124	138835394	1	271	240.948	14.31
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8049_lociStitched	chr4	2861136	2861406	1	271	205.146	27.054
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9055_lociStitched	chr6	29649776	29650046	1	271	283.068	17.307
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2264_lociStitched	chr12	4280869	4281138	1	270	192.2812	17.1353
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3490_lociStitched	chr14	104223870	104224139	1	270	212.51	19.5025
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7804_lociStitched	chr3	138389752	138390021	1	270	266.3907	20.175
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7032_lociStitched	chr21	16196530	16196799	1	270	198.6027	24.7749
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1301_lociStitched	chr10	68136303	68136572	1	270	235.5095	30.2894
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8048_lociStitched	chr4	2801510	2801779	1	270	239.2755	42.7979
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9371_lociStitched	chr6	111451437	111451705	1	269	238.922	22.5924
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1324_lociStitched	chr10	70235304	70235572	1	269	245.1396	26.1032
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2586_lociStitched	chr12	63956138	63956406	1	269	233.696	19.966
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5782_lociStitched	chr19	49149983	49150251	1	269	231.6592	26.0764
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9918_lociStitched	chr7	107051744	107052012	1	269	222.6276	7.772
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1168_lociStitched	chr10	11685092	11685360	1	269	226.6208	38.8064
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2630_lociStitched	chr12	91778608	91778876	1	269	231.9272	34.0092
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2164_lociStitched	chr11	118890354	118890622	1	269	194.0588	12.9444
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1445_lociStitched	chr10	86954061	86954328	1	268	261.2595	26.7267
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9734_lociStitched	chr7	66635749	66636016	1	268	230.7414	27.9549
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10328_lociStitched	chr8	117225542	117225809	1	268	207.9663	15.1389
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1175_lociStitched	chr10	13302102	13302369	1	268	301.1226	20.3454
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10962_lociStitched	chrX	40173731	40173997	1	267	197.1326	8.5386
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1803_lociStitched	chr11	45089660	45089926	1	267	257.4348	21.1204
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10938_lociStitched	chr9	137721038	137721304	1	267	454.0886	104.1922
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2009_lociStitched	chr11	68146396	68146662	1	267	219.2904	9.7888
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9688_lociStitched	chr7	42972596	42972862	1	267	221.5514	35.0322
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9976_lociStitched	chr7	134432492	134432758	1	267	225.7276	46.2308
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7930_lociStitched	chr3	178060209	178060475	1	267	218.6786	5.8254
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9216_lociStitched	chr6	36445491	36445757	1	267	219.1042	15.8802
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10054_lociStitched	chr8	1957050	1957316	1	267	245.119	13.0606
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8932_lociStitched	chr6	6724846	6725111	1	266	223.925	34.185
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9508_lociStitched	chr6	155529329	155529594	1	266	202.0095	34.6885
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1733_lociStitched	chr11	8717675	8717940	1	266	240.779	35.1655
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9072_lociStitched	chr6	30516248	30516513	1	266	207.2565	23.7705
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10791_lociStitched	chr9	124526913	124527177	1	265	230.076	24.6312
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8724_lociStitched	chr5	142446602	142446866	1	265	244.8336	23.7336
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5675_lociStitched	chr19	42566504	42566768	1	265	182.3976	25.9512
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3484_lociStitched	chr14	103122637	103122901	1	265	232.2144	41.976
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7566_lociStitched	chr3	46971208	46971472	1	265	208.296	20.064
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4712_lociStitched	chr17	57440713	57440977	1	265	221.232	38.28
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3924_lociStitched	chr16	11783368	11783632	1	265	199.4256	21.912
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5353_lociStitched	chr19	9309448	9309712	1	265	275.1408	32.3136
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1093_lociStitched	chr1	234683793	234684057	1	265	254.0736	44.352
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4190_lociStitched	chr16	80932341	80932605	1	265	233.772	16.896
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1824_lociStitched	chr11	47395325	47395589	1	265	211.1472	21.384
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8742_lociStitched	chr5	149858007	149858270	1	264	223.7604	19.0675
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9898_lociStitched	chr7	102386797	102387060	1	264	172.1072	11.4668
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9475_lociStitched	chr6	143745177	143745439	1	263	169.9856	14.8816
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1618_lociStitched	chr10	121086742	121087004	1	263	194.273	8.2006
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10977_lociStitched	chrX	47556417	47556679	1	263	230.5076	6.288
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2424_lociStitched	chr12	47786212	47786474	1	263	236.0358	31.9378
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6135_lociStitched	chr2	47274582	47274844	1	263	293.4924	26.462
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10624_lociStitched	chr9	83219465	83219727	1	263	235.014	19.7024
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4809_lociStitched	chr17	65531436	65531698	1	263	207.7398	25.9118
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7531_lociStitched	chr3	37646206	37646467	1	262	214.7769	26.1
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7148_lociStitched	chr22	18092146	18092407	1	262	195.3846	14.1462
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10788_lociStitched	chr9	124428799	124429060	1	262	206.7642	28.2663
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9263_lociStitched	chr6	43954826	43955087	1	262	163.5687	0.8352
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8534_lociStitched	chr5	91189902	91190163	1	262	201.8574	22.968
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2864_lociStitched	chr12	124679400	124679661	1	262	194.3667	26.2305
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2384_lociStitched	chr12	27747873	27748134	1	262	265.5414	52.8525
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7935_lociStitched	chr3	179680880	179681141	1	262	195.9327	16.7562
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9718_lociStitched	chr7	50497632	50497893	1	262	223.416	26.4654
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5922_lociStitched	chr2	9607668	9607929	1	262	229.9671	19.1574
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10753_lociStitched	chr9	111623061	111623322	1	262	215.2989	27.666
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3114_lociStitched	chr13	112807046	112807307	1	262	246.5667	35.235
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7350_lociStitched	chr22	42228976	42229237	1	262	197.0028	24.6123
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6047_lociStitched	chr2	28544365	28544626	1	262	209.583	33.1209
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_975_lociStitched	chr1	205361732	205361992	1	261	198.588	14.586
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2960_lociStitched	chr13	30446183	30446443	1	261	234.13	34.684
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5755_lociStitched	chr19	47891469	47891729	1	261	214.24	33.566
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10314_lociStitched	chr8	106624252	106624512	1	261	196.404	23.738
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1649_lociStitched	chr10	128064038	128064298	1	261	195.78	23.374
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3281_lociStitched	chr14	55446462	55446722	1	261	208.546	17.862
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3311_lociStitched	chr14	63438274	63438534	1	261	246.948	26.0
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9655_lociStitched	chr7	27098587	27098847	1	261	220.714	23.79
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1165_lociStitched	chr10	6163934	6164194	1	261	234.0	32.474
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9986_lociStitched	chr7	137932563	137932823	1	261	217.1	26.052
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3626_lociStitched	chr15	60678911	60679170	1	260	231.3129	9.324
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6394_lociStitched	chr2	120239151	120239410	1	260	164.6463	19.5286
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7181_lociStitched	chr22	23913701	23913960	1	260	215.3067	13.7011
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5022_lociStitched	chr18	9758193	9758452	1	260	194.3536	33.9549
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1615_lociStitched	chr10	119658632	119658891	1	260	278.2696	56.4361
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8767_lociStitched	chr5	151234779	151235038	1	260	260.1137	44.6257
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4240_lociStitched	chr16	89301297	89301555	1	259	198.6342	22.7298
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7138_lociStitched	chr22	17171245	17171503	1	259	314.1924	6.7596
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4824_lociStitched	chr17	68822265	68822523	1	259	250.8018	34.185
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2974_lociStitched	chr13	33797493	33797751	1	259	264.063	26.9094
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10472_lociStitched	chr9	6098081	6098339	1	259	267.6234	51.0066
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1192_lociStitched	chr10	20004089	20004347	1	259	297.3192	59.0562
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1814_lociStitched	chr11	46649526	46649783	1	258	171.9073	30.6601
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5976_lociStitched	chr2	24490656	24490913	1	258	201.3852	5.9624
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4906_lociStitched	chr17	78761785	78762042	1	258	235.6176	26.6509
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9507_lociStitched	chr6	155495324	155495581	1	258	229.2954	48.2389
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9813_lociStitched	chr7	76445433	76445690	1	258	199.0208	28.6555
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1601_lociStitched	chr10	114634377	114634634	1	258	215.1604	29.5807
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5445_lociStitched	chr19	15331319	15331575	1	257	193.92	17.8688
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6450_lociStitched	chr2	152499242	152499498	1	257	251.136	38.6816
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3702_lociStitched	chr15	74369795	74370051	1	257	385.792	24.6016
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10379_lociStitched	chr8	128059170	128059426	1	257	219.2384	8.7808
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10082_lociStitched	chr8	19209065	19209321	1	257	245.888	21.376
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2650_lociStitched	chr12	93813632	93813888	1	257	260.8384	61.9008
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7252_lociStitched	chr22	36410401	36410656	1	256	288.252	51.1275
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3461_lociStitched	chr14	100214253	100214508	1	256	302.0985	34.323
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9775_lociStitched	chr7	75442823	75443078	1	256	217.617	22.695
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8956_lociStitched	chr6	12473704	12473958	1	255	199.3646	31.2928
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6775_lociStitched	chr20	17958730	17958984	1	255	219.9386	34.1376
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10169_lociStitched	chr8	39004661	39004915	1	255	182.626	16.3068
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7230_lociStitched	chr22	31646160	31646413	1	254	227.4976	44.6292
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8104_lociStitched	chr4	38889473	38889726	1	254	229.4204	32.1563
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4618_lociStitched	chr17	44223397	44223650	1	254	230.8625	35.9766
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1922_lociStitched	chr11	65105010	65105263	1	254	163.5392	13.4849
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7845_lociStitched	chr3	149300033	149300285	1	253	209.16	20.0088
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1405_lociStitched	chr10	75494961	75495213	1	253	200.5668	24.5952
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5911_lociStitched	chr2	8120088	8120340	1	253	331.3548	42.1848
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1058_lociStitched	chr1	226990649	226990901	1	253	186.984	20.1348
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1826_lociStitched	chr11	47434828	47435080	1	253	206.766	20.286
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5715_lociStitched	chr19	45376588	45376840	1	253	217.1736	22.9068
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6751_lociStitched	chr20	4898758	4899009	1	252	173.8426	14.3321
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1506_lociStitched	chr10	97648681	97648932	1	252	158.8579	15.06
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9983_lociStitched	chr7	135159958	135160209	1	252	196.1565	41.8919
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6448_lociStitched	chr2	152421943	152422194	1	252	237.8476	13.4536
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1984_lociStitched	chr11	66834131	66834382	1	252	220.88	19.0509
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3766_lociStitched	chr15	85667909	85668159	1	251	216.35	18.425
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5924_lociStitched	chr2	10036442	10036692	1	251	199.925	25.05
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5159_lociStitched	chr19	583182	583432	1	251	208.4	7.95
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5980_lociStitched	chr2	25278339	25278589	1	251	199.675	25.225
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10631_lociStitched	chr9	86083543	86083793	1	251	179.2	11.475
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_586_lociStitched	chr1	99768318	99768568	1	251	248.6	45.8
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8152_lociStitched	chr4	53541279	53541529	1	251	220.525	19.075
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_617_lociStitched	chr1	112700754	112701004	1	251	197.825	7.85
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2043_lociStitched	chr11	74018829	74019078	1	250	257.0427	30.2784
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2963_lociStitched	chr13	30581344	30581593	1	250	209.2845	29.9049
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5326_lociStitched	chr19	6744663	6744912	1	250	195.4152	28.884
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8412_lociStitched	chr5	32388903	32389152	1	250	231.8937	6.3993
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_577_lociStitched	chr1	95021425	95021674	1	250	180.9483	20.1441
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4514_lociStitched	chr17	35568198	35568447	1	250	195.7638	23.2068
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8938_lociStitched	chr6	7052043	7052292	1	250	193.0248	23.8542
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2514_lociStitched	chr12	54263051	54263300	1	250	190.5348	30.5025
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4610_lociStitched	chr17	43720445	43720694	1	250	344.6409	28.9089
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4673_lociStitched	chr17	50421715	50421963	1	249	174.9888	17.3352
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9690_lociStitched	chr7	43647693	43647941	1	249	210.6512	12.4248
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4293_lociStitched	chr17	2708349	2708597	1	249	191.0592	10.3416
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6824_lociStitched	chr20	35207875	35208123	1	249	210.4776	14.3344
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_23_lociStitched	chr1	1989817	1990065	1	249	202.74	9.8952
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2273_lociStitched	chr12	6294828	6295076	1	249	177.1216	17.6328
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6178_lociStitched	chr2	55885578	55885826	1	249	226.5728	29.4872
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10622_lociStitched	chr9	81587983	81588231	1	249	175.8072	30.1072
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1020_lociStitched	chr1	216600965	216601212	1	248	233.5879	4.0755
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_173_lociStitched	chr1	20792411	20792658	1	248	207.5047	33.1474
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1113_lociStitched	chr1	235972002	235972249	1	248	268.0444	59.774
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3173_lociStitched	chr14	24180515	24180762	1	248	215.4087	23.2674
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4695_lociStitched	chr17	51030128	51030375	1	248	168.1576	30.8009
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4303_lociStitched	chr17	4229678	4229925	1	248	209.7771	22.4523
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5963_lociStitched	chr2	23489571	23489818	1	248	242.1341	24.7741
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_301_lociStitched	chr1	31626824	31627070	1	247	185.3856	23.4192
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7212_lociStitched	chr22	29269886	29270132	1	247	270.5262	51.4632
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6064_lociStitched	chr2	37376549	37376794	1	246	202.5905	28.2485
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4643_lociStitched	chr17	47239730	47239975	1	246	202.125	12.054
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5912_lociStitched	chr2	8659743	8659988	1	246	203.889	38.808
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9525_lociStitched	chr6	158737582	158737827	1	246	270.921	50.4455
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3939_lociStitched	chr16	14563045	14563290	1	246	244.412	54.5615
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3915_lociStitched	chr16	10749723	10749968	1	246	168.07	10.976
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_524_lociStitched	chr1	86792809	86793054	1	246	241.2025	51.9645
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1406_lociStitched	chr10	77847193	77847438	1	246	199.528	43.169
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9763_lociStitched	chr7	74587108	74587353	1	246	198.499	14.553
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2317_lociStitched	chr12	11839130	11839375	1	246	212.3415	43.5365
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1245_lociStitched	chr10	37563781	37564026	1	246	201.7575	45.3985
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5636_lociStitched	chr19	40610284	40610529	1	246	264.257	34.8145
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8299_lociStitched	chr4	139734519	139734764	1	246	254.653	34.6185
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8176_lociStitched	chr4	73670233	73670478	1	246	244.559	58.0405
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2622_lociStitched	chr12	79782411	79782655	1	245	190.7836	6.4172
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4710_lociStitched	chr17	57329440	57329684	1	245	209.3276	35.6484
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10133_lociStitched	chr8	29170669	29170913	1	245	193.6628	28.5968
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10564_lociStitched	chr9	36163357	36163601	1	245	202.7884	9.4672
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2342_lociStitched	chr12	12992629	12992872	1	244	253.4004	29.3058
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7463_lociStitched	chr3	12681588	12681831	1	244	220.2309	39.9978
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3827_lociStitched	chr15	99211644	99211887	1	244	183.7809	2.6973
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6248_lociStitched	chr2	70089267	70089510	1	244	181.9341	28.3824
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10834_lociStitched	chr9	128056054	128056297	1	244	191.6541	44.955
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5113_lociStitched	chr18	48133833	48134076	1	244	190.0746	8.019
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2981_lociStitched	chr13	40664440	40664683	1	244	185.7735	10.0602
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9430_lociStitched	chr6	130034305	130034547	1	243	220.9702	26.5716
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4812_lociStitched	chr17	66507795	66508037	1	243	219.6876	24.321
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5504_lociStitched	chr19	18659845	18660087	1	243	198.4642	22.4576
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4940_lociStitched	chr17	81822120	81822361	1	242	190.4141	4.6031
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3460_lociStitched	chr14	99574824	99575065	1	242	181.5694	19.4246
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8095_lociStitched	chr4	38319229	38319470	1	242	206.0309	50.0798
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8408_lociStitched	chr5	14190060	14190301	1	242	194.4629	25.8593
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6633_lociStitched	chr2	219125589	219125830	1	242	222.4912	40.2229
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7842_lociStitched	chr3	148830581	148830822	1	242	188.5102	10.7486
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7330_lociStitched	chr22	41523792	41524033	1	242	195.8125	32.6073
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1611_lociStitched	chr10	119254230	119254471	1	242	194.1255	24.6784
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4239_lociStitched	chr16	89268870	89269110	1	241	191.952	12.984
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8109_lociStitched	chr4	39622201	39622441	1	241	186.6	8.976
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1477_lociStitched	chr10	92124846	92125086	1	241	264.216	40.824
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4256_lociStitched	chr17	560243	560483	1	241	266.184	39.072
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8501_lociStitched	chr5	78639068	78639307	1	240	203.3173	26.2661
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8488_lociStitched	chr5	73760756	73760995	1	240	173.8486	30.0901
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2938_lociStitched	chr13	26186279	26186518	1	240	225.7833	34.3443
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6889_lociStitched	chr20	45884660	45884899	1	240	198.1788	34.3204
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7851_lociStitched	chr3	150371683	150371922	1	240	219.5454	39.2199
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_19_lociStitched	chr1	1763818	1764057	1	240	165.7465	26.4334
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10924_lociStitched	chr9	135901375	135901613	1	239	170.8364	0.4046
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2930_lociStitched	chr13	24176951	24177189	1	239	192.899	31.773
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4903_lociStitched	chr17	78416487	78416725	1	239	184.7832	27.6556
